This file contains a list of stations that provided input data to the PRISM run that produced the grid associated with this stn.csv file.
Station,Name,Longitude,Latitude,Elevation(m),Network,station_id
"OK-PT-20","TECUMSEH 4.0",-97.0036,35.2586,332,"COCORAHS","198828"
"AR-PL-7","MENA 12.9 NW",-94.4099,34.7004,465,"COCORAHS","198830"
"KS-DK-53","ABILENE 10.9",-97.2443,38.7627,390,"COCORAHS","198834"
"TN-KX-53","KNOXVILLE 10",-84.1306,35.9400,304,"COCORAHS","198837"
"NC-MS-23","HOT SPRINGS",-82.9418,35.7866,1184,"COCORAHS","199224"
"CA-SN-155","ROSELAND 1.0",-122.7325,38.4079,34,"COCORAHS","199620"
"ID-VL-5","DONNELLY 2.1",-116.1185,44.7302,1480,"COCORAHS","200138"
"FL-AL-71","HAWTHORNE 5.",-82.1658,29.6164,37,"COCORAHS","200473"
"CA-MD-38","FORT BRAGG 4",-123.8010,39.3769,58,"COCORAHS","200477"
"Ashland","ASHLAND 8S",-99.7511,37.0648,562,"8S","200479"
"Ashland","ASHLAND BOTT",-96.6365,39.1258,325,"Bottoms","200480"
"Belleville","BELLEVILLE 2",-97.6751,39.8141,471,"2W","200481"
"Butler","BUTLER",-96.8831,37.8043,401,"KSTATE","200482"
"Cherokee","CHEROKEE",-94.9809,37.1990,263,"KSTATE","200484"
"Cheyenne","CHEYENNE",-101.8158,39.6333,1114,"KSTATE","200485"
"Clay","CLAY",-97.1398,39.4180,388,"KSTATE","200486"
"Elmdale","ELMDALE 1SE",-96.6182,38.3625,406,"1SE","200490"
"Garden","GARDEN CITY",-100.8122,37.9929,882,"City","200491"
"Grant","GRANT",-101.3722,37.6734,934,"KSTATE","200492"
"Gray","GRAY",-100.2973,37.7916,794,"KSTATE","200493"
"Gypsum","GYPSUM",-97.4442,38.7252,373,"KSTATE","200496"
"Hamilton","HAMILTON",-101.8654,37.9957,988,"KSTATE","200497"
"Harper","HARPER",-98.0847,37.0648,428,"KSTATE","200498"
"Haskell","HASKELL",-101.0267,37.6592,935,"KSTATE","200500"
"Hays","HAYS",-99.3446,38.8495,619,"KSTATE","200501"
"Haysville","HAYSVILLE",-97.3121,37.5198,378,"KSTATE","200502"
"Hiawatha","HIAWATHA",-95.4819,39.8424,308,"KSTATE","200503"
"Hill","HILL CITY",-99.8305,39.3720,665,"City","200504"
"Hutchinson","HUTCHINSON 1",-98.0200,37.9310,479,"10SW","200507"
"Jewell","JEWELL",-98.2131,39.6834,540,"KSTATE","200508"
"La","LA CROSSE",-99.2805,38.5410,626,"Crosse","200509"
"Lake","LAKE CITY",-98.7936,37.3091,509,"City","200510"
"Lakin","LAKIN",-101.2326,37.8937,913,"KSTATE","200511"
"Lane","LANE",-100.4709,38.5987,872,"KSTATE","200512"
"Leoti","LEOTI",-101.3277,38.4834,1002,"KSTATE","200513"
"Lorraine","LORRAINE",-98.3520,38.5580,542,"KSTATE","200515"
"Manhattan","MANHATTAN",-96.5917,39.2086,332,"KSTATE","200517"
"McPherson","MCPHERSON 1S",-97.6633,38.3450,453,"1S","200519"
"Meade","MEADE",-100.3956,37.1348,718,"KSTATE","200520"
"Miami","MIAMI",-94.8479,38.5923,291,"KSTATE","200521"
"Mitchell","MITCHELL",-98.2100,39.4371,453,"KSTATE","200522"
"Mobile_Station","MOBILE_STATI",-100.9530,37.7733,894,"KSTATE","200523"
"Moscow","MOSCOW 10NW",-101.3784,37.3732,947,"10NW","200524"
"Ness","NESS CITY",-99.8555,38.3861,678,"City","200525"
"Olathe","OLATHE",-94.9911,38.8830,284,"KSTATE","200527"
"Osborne","OSBORNE",-98.7035,39.4544,490,"KSTATE","200529"
"Ottawa","OTTAWA 2SE",-95.2486,38.5427,295,"2SE","200531"
"Overbrook","OVERBROOK",-95.5163,38.7166,340,"KSTATE","200532"
"Parsons","PARSONS",-95.2877,37.3688,288,"KSTATE","200533"
"Richfield","RICHFIELD",-101.7920,37.2587,1046,"KSTATE","200536"
"Rock","ROCK SPRINGS",-96.9029,38.8669,366,"Springs","200537"
"Rocky","ROCKY FORD",-96.5805,39.2316,318,"Ford","200538"
"Rossville","ROSSVILLE",-95.9260,39.1164,276,"KSTATE","200539"
"Satanta","SATANTA",-100.8872,37.3054,880,"KSTATE","200541"
"Scandia","SCANDIA",-97.8389,39.8286,457,"KSTATE","200542"
"Sheridan","SHERIDAN",-100.6105,39.3574,883,"KSTATE","200545"
"Sherman","SHERMAN",-101.8194,39.2813,1156,"KSTATE","200546"
"Silver","SILVER LAKE",-95.7706,39.0779,271,"Lake","200547"
"Spearville","SPEARVILLE",-99.8695,37.9025,707,"KSTATE","200549"
"St","ST JOHN 1NW",-98.7751,38.0143,588,"John","200551"
"Stanton","STANTON",-101.7284,37.6136,1000,"KSTATE","200553"
"Tribune","TRIBUNE",-101.7752,38.4663,1109,"KSTATE","200556"
"Tribune","TRIBUNE 6NE",-101.6643,38.5304,1086,"6NE","200557"
"Viola","VIOLA",-97.6247,37.4597,413,"KSTATE","200558"
"Wallace","WALLACE",-101.8530,38.8198,1130,"KSTATE","200559"
"Washington","WASHINGTON",-97.0548,39.7823,419,"KSTATE","200560"
"Woodson","WOODSON",-95.7836,37.8612,338,"KSTATE","200561"
"TX-LM-8","PARIS 4.2 NE",-95.5037,33.7158,163,"COCORAHS","200562"
"NH-MR-62","NEW LONDON 1",-71.9483,43.4171,251,"COCORAHS","200565"
"NY-WC-22","SOUTH SALEM",-73.5527,41.2847,158,"COCORAHS","200567"
"NY-HR-18","SALISBURY CE",-74.8088,43.1626,423,"COCORAHS","200568"
"NJ-SM-86","BRIDGEWATER",-74.6541,40.5661,26,"COCORAHS","200572"
"TX-GA-39","GORDONVILLE",-96.8694,33.8014,226,"COCORAHS","200583"
"TX-BRZ-37","MANVEL 3.6 S",-95.3658,29.4319,12,"COCORAHS","200587"
"IN-LK-102","(W9MAL) MERR",-87.3460,41.4955,193,"COCORAHS","200599"
"NV-CK-89","LAS VEGAS 9.",-115.2529,36.0745,755,"COCORAHS","200600"
"NV-NY-13","TONOPAH 2.2",-117.2361,38.0675,1865,"COCORAHS","200604"
"AL-CK-10","THOMASVILLE",-87.7686,31.8403,123,"COCORAHS","200607"
"IL-KN-121","GENEVA 1.3 N",-88.3350,41.8938,238,"COCORAHS","200653"
"TX-HRR-259","TOMBALL 4.6",-95.6562,30.0400,51,"COCORAHS","200659"
"SC-CR-154","KIAWAH ISLAN",-80.0715,32.6042,2,"COCORAHS","200660"
"MA-BA-78","MASHPEE 4.6",-70.4889,41.5841,7,"COCORAHS","200664"
"MO-BN-81","ASHLAND 3.4",-92.1944,38.7836,245,"COCORAHS","200677"
"MD-BL-47","CATONSVILLE",-76.7469,39.2729,148,"COCORAHS","200678"
"IN-JY-22","(W9JKL) PORT",-84.9860,40.4247,278,"COCORAHS","200689"
"TX-HYS-197","DRIPPING SPR",-98.0551,30.1772,333,"COCORAHS","200690"
"IA-MC-15","WEST LIBERTY",-91.2694,41.5822,214,"COCORAHS","200694"
"TX-HYS-198","HAYS 6.2 NW",-97.9467,30.1832,303,"COCORAHS","200696"
"TX-EL-52","WAXAHACHIE 5",-96.8890,32.4780,219,"COCORAHS","201280"
"SC-OR-41","ELLOREE 2.2",-80.6063,33.5153,50,"COCORAHS","201282"
"WI-DA-72","MADISON 4.0",-89.4436,43.0380,303,"COCORAHS","201304"
"MN-SL-143","CANYON 4.6 N",-92.4217,47.0980,422,"COCORAHS","201306"
"AZ-CN-158","ARIZONA NORD",-111.7897,35.3663,2446,"COCORAHS","201307"
"CO-GF-83","BATTLEMENT M",-108.0383,39.4368,1635,"COCORAHS","201326"
"NJ-SS-54","SPARTA TWP 3",-74.6636,41.0050,321,"COCORAHS","201340"
"TX-BST-133","BASTROP 6.5",-97.4129,30.1260,150,"COCORAHS","201356"
"AZ-YV-148","CAMP VERDE 0",-111.8490,34.5664,941,"COCORAHS","201361"
"OH-WR-32","FRANKLIN 2.9",-84.2768,39.5160,254,"COCORAHS","201368"
"OR-CC-102","WEST LINN 1.",-122.6684,45.3723,156,"COCORAHS","201370"
"OR-LN-87","LEBANON 0.7",-122.9024,44.5455,105,"COCORAHS","201383"
"TN-HL-50","SIGNAL MOUNT",-85.3124,35.1506,578,"COCORAHS","201384"
"MO-DT-14","SALEM 3.5 E",-91.4687,37.6426,376,"COCORAHS","201386"
"IN-AL-80","HARLAN 2.2 E",-84.8788,41.2034,231,"COCORAHS","201404"
"WY-HS-19","THERMOPOLIS",-108.4353,43.6894,1495,"COCORAHS","201417"
"MO-PH-54","ST. JAMES 7.",-91.5492,38.0950,312,"COCORAHS","201425"
"OR-LA-208","EUGENE 12.7",-123.2463,43.8958,240,"COCORAHS","201433"
"TX-TV-333","AUSTIN 6.6 S",-97.7759,30.2133,189,"COCORAHS","201437"
"OR-CC-106","MOUNT HOOD V",-121.9755,45.3639,434,"COCORAHS","201438"
"AR-SL-37","ALEXANDER 4.",-92.5069,34.6690,152,"COCORAHS","201450"
"SC-BK-68","SUMMERVILLE",-80.1324,33.0319,24,"COCORAHS","201458"
"TX-HYS-200","WOODCREEK 5.",-98.0292,30.0718,333,"COCORAHS","201466"
"TX-LP-10","LOMETA 2.7 W",-98.4360,31.2040,407,"COCORAHS","201471"
"NC-MS-24","HOT SPRINGS",-82.8724,35.8196,615,"COCORAHS","201472"
"AL-LD-46","FLORENCE 2.8",-87.7069,34.8503,180,"COCORAHS","201483"
"MI-LN-16","CLINTON 0.5",-83.9653,42.0771,260,"COCORAHS","201486"
"TX-EL-53","WAXAHACHIE 4",-96.8208,32.4678,185,"COCORAHS","201494"
"TX-HYS-202","SAN MARCOS 4",-98.0001,29.8638,222,"COCORAHS","201496"
"OH-CK-14","SPRINGFIELD",-83.9192,39.8910,289,"COCORAHS","201500"
"AL-BW-88","BAY MINETTE",-87.7417,31.0373,75,"COCORAHS","201509"
"IL-HD-4","OQUAWKA 0.5",-90.9486,40.9447,172,"COCORAHS","201510"
"OH-FR-87","WESTERVILLE",-82.8450,40.0942,297,"COCORAHS","201515"
"IN-BL-16","(KD9GWL) HAR",-85.3629,40.4587,277,"COCORAHS","201520"
"MN-PN-17","BROOK PARK 3",-93.0631,45.8919,304,"COCORAHS","201525"
"FL-MA-34","SAMOSET 4.7",-82.4694,27.4547,8,"COCORAHS","201534"
"FL-PN-94","LARGO 3.1 SE",-82.7411,27.8820,5,"COCORAHS","201535"
"FL-VL-91","DELAND 4.2 N",-81.3476,29.0772,23,"COCORAHS","201536"
"WI-DN-13","BOYCEVILLE 5",-91.9366,44.9998,306,"COCORAHS","201543"
"NH-GR-50","CAMPTON 2.0",-71.6072,43.8095,293,"COCORAHS","201547"
"NC-ON-126","HOLLY RIDGE",-77.4717,34.5070,7,"COCORAHS","201548"
"GA-RC-12","AUGUSTA 4.2",-82.0679,33.4647,97,"COCORAHS","201549"
"NM-LN-32","RUIDOSO 1.4",-105.6563,33.3486,2124,"COCORAHS","201555"
"FL-CH-34","ENGLEWOOD 2.",-82.3260,26.9353,2,"COCORAHS","201560"
"TX-BWE-7","DE KALB 1.9",-94.5832,33.5044,122,"COCORAHS","201565"
"NM-BR-292","ALBUQUERQUE",-106.6226,35.0378,1604,"COCORAHS","201571"
"WI-WB-15","SARONA 3.6 N",-91.7489,45.7429,379,"COCORAHS","201572"
"KY-TB-8","BEDFORD 4.7",-85.3234,38.6609,275,"COCORAHS","201573"
"MA-HD-28","WESTFIELD 2.",-72.7215,42.1069,67,"COCORAHS","201583"
"AR-GN-21","PARAGOULD 0.",-90.5089,36.0444,106,"COCORAHS","201592"
"KY-SC-22","SADIEVILLE 3",-84.5846,38.4310,289,"COCORAHS","201594"
"CO-LR-1186","FORT COLLINS",-105.0450,40.5404,1512,"COCORAHS","201597"
"KTMT","AUSTIN AIRPO",-117.1971,39.4643,1747,"ASOS","201610"
"MN-IT-21","BOVEY 15.9 N",-93.4027,47.5268,421,"COCORAHS","201633"
"NY-ST-41","PAINTED POST",-77.0869,42.1537,287,"COCORAHS","201640"
"PA-LN-23","GAP 0.3 NW",-76.0281,39.9913,144,"COCORAHS","201653"
"SC-OC-87","WALHALLA 1.8",-83.0613,34.7459,302,"COCORAHS","201664"
"NC-BF-31","BATH 4.1 NNW",-76.8445,35.5197,5,"COCORAHS","201668"
"MA-BA-79","MASHPEE 0.8",-70.4900,41.6396,23,"COCORAHS","201697"
"FL-PB-101","DELRAY BEACH",-80.0607,26.4936,1,"COCORAHS","201710"
"SC-HR-109","NORTH MYRTLE",-78.6199,33.8552,12,"COCORAHS","201719"
"SC-DR-38","HARTSVILLE 3",-80.1424,34.3503,73,"COCORAHS","201721"
"MA-BA-80","BREWSTER 1.4",-70.1072,41.7542,5,"COCORAHS","201725"
"NY-CB-16","VALATIE 2.9",-73.6681,42.4566,101,"COCORAHS","201730"
"MN-HN-231","PLYMOUTH 2.8",-93.4549,45.0629,296,"COCORAHS","201738"
"TX-BRT-121","BURNET 9.0 N",-98.2464,30.8908,467,"COCORAHS","201753"
"NY-SF-122","NORTH BABYLO",-73.3155,40.7318,13,"COCORAHS","201773"
"NY-SF-123","CENTER MORIC",-72.7981,40.8068,10,"COCORAHS","201787"
"MN-ML-8","MILACA 1.1 S",-93.6342,45.7448,331,"COCORAHS","201791"
"WI-GN-8","BRODHEAD 0.7",-89.3812,42.6266,240,"COCORAHS","201794"
"FL-CY-51","ORANGE PARK",-81.7091,30.1628,2,"COCORAHS","201799"
"SC-BK-71","GOOSE CREEK",-80.0626,33.0038,14,"COCORAHS","201814"
"TX-SM-30","TYLER 4.3 S",-95.2924,32.2670,152,"COCORAHS","201816"
"CA-SM-38","SAN CARLOS 0",-122.2689,37.4996,31,"COCORAHS","201819"
"CT-MD-27","CLINTON 3.7",-72.5175,41.3292,58,"COCORAHS","201820"
"AR-CB-10","HEBER SPRING",-91.9655,35.4467,265,"COCORAHS","201827"
"NY-OR-20","WALLKILL 2.0",-74.1269,41.6090,156,"COCORAHS","201844"
"NC-MK-94","CHARLOTTE 4.",-80.7865,35.1521,200,"COCORAHS","201845"
"MO-SL-77","KIRKWOOD 1.0",-90.4278,38.5938,198,"COCORAHS","201857"
"MA-ES-56","NEWBURYPORT",-70.8715,42.8081,14,"COCORAHS","201863"
"CT-NH-57","NEW HAVEN 2.",-72.9428,41.3490,21,"COCORAHS","201864"
"MD-MG-128","NORTH POTOMA",-77.2389,39.1515,123,"COCORAHS","201865"
"CO-DL-58","HOTCHKISS 7.",-107.8220,38.8752,2090,"COCORAHS","201880"
"SC-CR-158","MOUNT PLEASA",-79.8180,32.8743,3,"COCORAHS","201888"
"MN-BU-31","LAKE CRYSTAL",-94.2080,44.1755,304,"COCORAHS","201892"
"MN-KD-16","PENNOCK 8.7",-95.1340,45.2688,365,"COCORAHS","201893"
"MN-OT-34","BLUFFTON 0.1",-95.2317,46.4710,418,"COCORAHS","201894"
"WY-PK-42","CODY 6.6 NE",-108.9712,44.5942,1459,"COCORAHS","201897"
"IL-EF-30","EFFINGHAM 1.",-88.5290,39.1172,181,"COCORAHS","201898"
"NC-BF-32","BATH 1.0 WSW",-76.8324,35.4620,6,"COCORAHS","201914"
"SC-CR-161","MOUNT PLEASA",-79.8651,32.7994,7,"COCORAHS","201941"
"GA-CO-3","ADEL 1.9 SSE",-83.4116,31.1135,73,"COCORAHS","201948"
"OK-CV-142","NORMAN 2.2 W",-97.4761,35.2147,351,"COCORAHS","201959"
"OK-CV-144","NORMAN 2.4 N",-97.4384,35.2575,346,"COCORAHS","201961"
"PA-LH-23","SCHNECKSVILL",-75.5789,40.6828,204,"COCORAHS","201969"
"CO-EG-52","EDWARDS 0.5",-106.5915,39.6489,2199,"COCORAHS","201971"
"MD-CV-23","CALVERT BEAC",-76.4644,38.4264,37,"COCORAHS","201989"
"NM-RA-52","TIERRA AMARI",-106.4525,36.6401,2517,"COCORAHS","201991"
"IL-EW-3","ALBION 0.2 S",-88.0593,38.3738,146,"COCORAHS","201997"
"MN-PN-19","PINE CITY 1.",-92.9356,45.8419,291,"COCORAHS","201998"
"WI-VR-6","STODDARD 0.1",-91.2193,43.6605,200,"COCORAHS","202006"
"NY-AB-47","DELMAR 1.0 S",-73.8317,42.6101,64,"COCORAHS","202029"
"OK-CV-146","NORMAN 0.7 W",-97.4517,35.2234,357,"COCORAHS","202057"
"SC-SP-91","BERRY'S POND",-82.1118,34.8856,233,"COCORAHS","202063"
"CA-SD-184","ESCONDIDO 2.",-117.1037,33.1063,202,"COCORAHS","202079"
"NY-WR-15","LAKE GEORGE",-73.6227,43.4004,128,"COCORAHS","202089"
"AZ-AP-21","CONCHO 8.0 N",-109.6470,34.5857,1704,"COCORAHS","202093"
"NM-SJ-47","FARMINGTON 4",-108.1112,36.7490,1761,"COCORAHS","202107"
"OK-CV-148","NORMAN 1.3 W",-97.4615,35.2201,355,"COCORAHS","202115"
"MN-BN-6","RICE 6.5 SSE",-94.1668,45.6704,331,"COCORAHS","202116"
"NY-SF-127","RIDGE 1.5 SE",-72.8611,40.8957,36,"COCORAHS","202117"
"SC-GT-38","GEORGETOWN 1",-79.4106,33.2317,5,"COCORAHS","202120"
"SC-AN-53","ANDERSON 4.8",-82.6589,34.5866,219,"COCORAHS","202127"
"WI-DA-75","COTTAGE GROV",-89.1595,43.0811,276,"COCORAHS","202138"
"AZ-YV-152","PRESCOTT VAL",-112.3393,34.6344,1530,"COCORAHS","202143"
"AL-MD-93","HUNTSVILLE 4",-86.5564,34.7184,217,"COCORAHS","202157"
"MA-MD-151","CAMBRIDGE 0.",-71.1087,42.3644,5,"COCORAHS","202159"
"NJ-ES-41","LIVINGSTON T",-74.3095,40.8101,87,"COCORAHS","202162"
"MN-SR-36","SAINT JOSEPH",-94.2888,45.6532,346,"COCORAHS","202163"
"CT-NL-44","OLD LYME 0.5",-72.3396,41.3144,16,"COCORAHS","202166"
"WY-LM-211","CHEYENNE 6.4",-104.8131,41.0535,1891,"COCORAHS","202167"
"SC-LR-32","WARE SHOALS",-82.2045,34.4065,196,"COCORAHS","202180"
"SC-AK-92","AIKEN 8.6 ES",-81.5963,33.4841,98,"COCORAHS","202181"
"NY-MR-67","ROCHESTER 9.",-77.7046,43.2814,82,"COCORAHS","202188"
"MA-MD-152","MEDFORD 0.6",-71.1205,42.4220,6,"COCORAHS","202189"
"WI-CH-10","CHIPPEWA FAL",-91.3862,44.9245,280,"COCORAHS","202192"
"MI-NW-10","WHITE CLOUD",-85.5846,43.5259,261,"COCORAHS","202196"
"CA-OR-77","ORANGE 2.1 E",-117.7924,33.7886,117,"COCORAHS","202198"
"NM-SJ-48","AZTEC 5.2 E",-107.9106,36.8323,1918,"COCORAHS","202201"
"OK-RG-17","OWASSO 3.8 E",-95.7693,36.2646,227,"COCORAHS","202294"
"NC-JH-84","CLAYTON 5.5",-78.4497,35.5680,64,"COCORAHS","202295"
"NM-SN-124","RIO RANCHO 3",-106.6744,35.2242,1601,"COCORAHS","202301"
"WI-RK-18","JANESVILLE 6",-89.0913,42.6188,242,"COCORAHS","202304"
"MA-BR-58","DIGHTON 3.3",-71.1473,41.8580,27,"COCORAHS","202311"
"NM-BR-299","EDGEWOOD 9.9",-106.2425,34.9521,2164,"COCORAHS","202316"
"NM-SF-129","SANTA FE 2.5",-105.9794,35.6480,2059,"COCORAHS","202317"
"OH-GR-26","XENIA 2.8 SW",-83.9805,39.6595,279,"COCORAHS","202326"
"FL-SL-50","PORT ST. LUC",-80.3767,27.2626,10,"COCORAHS","202335"
"CO-MZ-68","MANCOS 11.3",-108.4816,37.4138,2088,"COCORAHS","202337"
"NM-BR-306","ALBUQUERQUE",-106.5628,35.1331,1634,"COCORAHS","202352"
"CT-HR-82","SUFFIELD 0.5",-72.6990,41.9978,62,"COCORAHS","202358"
"ND-BT-9","WESTHOPE 0.1",-101.0168,48.9136,456,"COCORAHS","202367"
"ND-WR-21","MINOT 4.1 WN",-101.3732,48.2627,521,"COCORAHS","202368"
"GA-FS-32","BALL GROUND",-84.2533,34.3016,319,"COCORAHS","202371"
"NM-BR-308","ALBUQUERQUE",-106.6925,35.1736,1572,"COCORAHS","202374"
"NM-SJ-49","BLOOMFIELD 1",-107.9750,36.7369,1705,"COCORAHS","202376"
"NC-MS-25","SWISS 3.2 WN",-82.5040,35.9253,1066,"COCORAHS","202380"
"OK-TL-76","TULSA 7.7 SS",-95.8643,36.0246,204,"COCORAHS","202399"
"OH-DR-26","GREENVILLE 1",-84.6310,40.1249,327,"COCORAHS","202417"
"KY-BN-19","HEBRON 2.0 N",-84.7109,39.0941,253,"COCORAHS","202429"
"IA-SX-10","SIOUX CENTER",-96.1718,43.0819,444,"COCORAHS","202432"
"OH-LC-24","NEWARK 4.3 N",-82.4301,40.1297,268,"COCORAHS","202441"
"NM-OT-93","ALAMOGORDO 6",-105.9990,32.9730,1349,"COCORAHS","202444"
"SC-LX-162","LEXINGTON 4.",-81.1539,33.9857,109,"COCORAHS","202449"
"MA-ES-58","MIDDLETON 1.",-71.0271,42.5813,30,"COCORAHS","202452"
"OK-CN-45","YUKON 2.7 ES",-97.7251,35.4991,405,"COCORAHS","202456"
"VA-ST-18","DREWRYVILLE",-77.3369,36.6923,39,"COCORAHS","202469"
"MA-FR-29","COLRAIN 0.8",-72.6967,42.6716,204,"COCORAHS","202484"
"TX-MSN-12","MASON 12.2 E",-99.0401,30.6851,386,"COCORAHS","202487"
"WY-AB-173","LARAMIE 3.6",-105.5171,41.2965,2292,"COCORAHS","202490"
"CAN-ON-691","THUNDER BAY",-89.2323,48.4399,158,"COCORAHS","202491"
"FL-DV-106","JACKSONVILLE",-81.6264,30.1643,5,"COCORAHS","202505"
"NM-SJ-50","AZTEC 1.0 ES",-107.9874,36.8242,1731,"COCORAHS","202508"
"FL-MR-71","OCALA 10.8 W",-82.2871,29.1109,22,"COCORAHS","202516"
"FL-MR-74","BELLEVIEW 1.",-82.0289,29.0560,22,"COCORAHS","202519"
"NJ-MD-93","SAYREVILLE 0",-74.3047,40.4710,28,"COCORAHS","202532"
"SC-YR-69","ROCK HILL 3.",-81.0852,34.9568,203,"COCORAHS","202534"
"PA-BR-37","SHILLINGTON",-75.9576,40.3038,97,"COCORAHS","202542"
"CO-DG-298","CASTLE PINES",-104.8879,39.4657,1980,"COCORAHS","202547"
"TX-GP-134","SEGUIN 5.6 S",-97.9502,29.5008,160,"COCORAHS","202552"
"NC-MS-28","MARS HILL 6.",-82.4297,35.8251,839,"COCORAHS","202553"
"SC-DR-43","HARTSVILLE 0",-80.0996,34.3705,53,"COCORAHS","202556"
"IL-HM-4","MCLEANSBORO",-88.4227,38.0201,125,"COCORAHS","202557"
"LA-ST-23","SLIDELL 1.7",-89.7592,30.3001,3,"COCORAHS","202558"
"FL-HB-147","TAMPA 7.7 S",-82.4766,27.8479,1,"COCORAHS","202560"
"NC-MS-29","MARSHALL 1.7",-82.7152,35.7962,564,"COCORAHS","202563"
"NM-VL-48","BELEN 1.2 WS",-106.7963,34.6499,1499,"COCORAHS","202574"
"VA-STC-1","STAUNTON 2.3",-79.1038,38.1667,509,"COCORAHS","202585"
"SC-HM-21","HAMPTON 2.7",-81.1539,32.8759,32,"COCORAHS","202601"
"MD-SM-18","MECHANICSVIL",-76.7339,38.4853,37,"COCORAHS","202608"
"MD-FR-35","MYERSVILLE 0",-77.5738,39.5165,225,"COCORAHS","202621"
"IL-JD-9","EAST DUBUQUE",-90.6442,42.4977,240,"COCORAHS","202627"
"MN-WG-75","OAKDALE 0.9",-92.9600,44.9744,321,"COCORAHS","202637"
"MA-ES-59","AMESBURY 1.2",-70.9302,42.8732,28,"COCORAHS","202643"
"MA-FR-31","COLRAIN 3.7",-72.7511,42.6872,225,"COCORAHS","202646"
"FL-AL-81","GAINESVILLE",-82.4514,29.6164,30,"COCORAHS","202648"
"IN-KS-59","WARSAW 3.7 E",-85.7768,41.2323,256,"COCORAHS","202651"
"IA-MC-16","MUSCATINE 5.",-91.0033,41.4736,209,"COCORAHS","202653"
"KY-FY-36","LEXINGTON 4.",-84.5224,37.9813,303,"COCORAHS","202654"
"OK-SM-5","SEMINOLE 10.",-96.6139,35.3804,281,"COCORAHS","202677"
"MN-WW-8","BUTTERFIELD",-94.7414,43.8964,365,"COCORAHS","202685"
"TX-HYS-204","DRIPPING SPR",-98.1322,30.3264,309,"COCORAHS","202687"
"SC-CR-173","CHARLESTON 6",-80.0864,32.8414,5,"COCORAHS","202694"
"AZ-YV-169","PRESCOTT 3.1",-112.4424,34.5822,1640,"COCORAHS","202705"
"NY-SR-40","MECHANICVILL",-73.7547,42.8888,114,"COCORAHS","202706"
"NC-CR-135","CEDAR ISLAND",-76.3105,35.0003,1,"COCORAHS","202708"
"AZ-YV-176","PRESCOTT 2.4",-112.5027,34.5378,1693,"COCORAHS","202716"
"TX-MCL-60","ROBINSON 2.6",-97.1676,31.4454,162,"COCORAHS","202736"
"NM-CL-19","RATON 1.1 S",-104.4392,36.8706,2014,"COCORAHS","202739"
"SC-GV-114","SIMPSONVILLE",-82.2904,34.7019,248,"COCORAHS","202772"
"CA-SR-79","VICTORVILLE",-117.3518,34.4901,948,"COCORAHS","202779"
"AR-CW-13","MORRILTON 0.",-92.7481,35.1518,109,"COCORAHS","202780"
"MI-KZ-24","KALAMAZOO 5.",-85.5241,42.3427,280,"COCORAHS","202781"
"TX-TV-334","AUSTIN 2.8 E",-97.7043,30.3100,189,"COCORAHS","202801"
"IL-SG-59","CHATHAM 2.6",-89.6591,39.6483,182,"COCORAHS","202806"
"MD-HW-46","MARRIOTTSVIL",-76.9043,39.3097,167,"COCORAHS","202817"
"MO-BN-82","COLUMBIA 2.1",-92.3666,38.9524,230,"COCORAHS","202819"
"NM-MK-18","MILAN 14.4 N",-108.1016,35.3071,2262,"COCORAHS","202822"
"PA-LB-17","LEBANON 1.3",-76.4416,40.3297,150,"COCORAHS","202825"
"NM-BR-316","ALBUQUERQUE",-106.4870,35.0919,1821,"COCORAHS","202834"
"OH-AT-24","ATHENS 1.7 S",-82.1178,39.3056,275,"COCORAHS","202846"
"RI-WS-52","WAKEFIELD-PE",-71.4628,41.4794,26,"COCORAHS","202847"
"WI-BR-30","CUMBERLAND 2",-92.0039,45.5724,384,"COCORAHS","202849"
"TX-JN-30","BURLESON 4.9",-97.2485,32.5111,220,"COCORAHS","202851"
"TX-WO-63","FLORESVILLE",-98.0804,29.1410,148,"COCORAHS","202852"
"OR-MN-78","SALEM 2.8 EN",-122.9665,44.9364,64,"COCORAHS","202858"
"WI-DD-14","THERESA 0.1",-88.4503,43.5169,292,"COCORAHS","202862"
"TX-CLL-97","RICHARDSON 2",-96.6794,32.9909,185,"COCORAHS","202866"
"KS-MR-9","WILSEY 3.9 N",-96.6717,38.6923,456,"COCORAHS","202875"
"VT-CL-41","DANVILLE 4.0",-72.0826,44.3697,271,"COCORAHS","202876"
"NM-CH-36","ROSWELL 25.3",-104.8815,33.5904,1308,"COCORAHS","202877"
"FL-HB-149","RUSKIN 0.6 N",-82.4227,27.7208,5,"COCORAHS","202879"
"NE-HS-1","HAYES CENTER",-100.8783,40.5845,903,"COCORAHS","202881"
"NY-NG-37","LOCKPORT 1.6",-78.6858,43.1482,58,"COCORAHS","202882"
"IA-CS-7","ANITA 0.6 S",-94.7672,41.4355,401,"COCORAHS","202886"
"KY-CB-8","NEWPORT 0.9",-84.4715,39.0921,190,"COCORAHS","202898"
"KY-SC-23","GEORGETOWN 1",-84.5645,38.2155,261,"COCORAHS","202907"
"MA-NF-50","MILLIS 1.4 E",-71.3330,42.1797,45,"COCORAHS","202910"
"CA-SD-197","ESCONDIDO 0.",-117.0676,33.1305,205,"COCORAHS","202913"
"MI-MB-64","NEW BALTIMOR",-82.7670,42.6715,180,"COCORAHS","202914"
